policy_id,claim_id,customer_id,customer_name,ssn,email,phone,address,zip_code,state,policy_type,coverage_amount,premium,deductible,policy_start,policy_end,claim_date,claim_amount,claim_status,adjuster,settlement_amount,last_updated
POL-0000099,CLM-00000099,CUST-74763,Nathan Howell,803-72-6488,erinlang@example.com,(376)711-8210x597,255 Suzanne Trail,54037,FL,LIFE,447255.21,1955.19,1054.44,2024-07-12,2025-07-12,2025-06-09,170656.59,Submitted,,,2025-12-12
POL-0000100,CLM-00000100,CUST-11600,Gabriel Brown,749-29-4519,lisa02@example.com,(304)857-9474,1729 Larsen Cliffs,58265,IL,Life,1957975.32,28493.24,9997.44,2020-12-19,2022-12-19,2022-04-24,1421551.74,Submitted,,,2026-01-20
POL-0000101,CLM-00000101,CUST-82485,Mark Salas,408-57-4443,christinemccarthy@example.com,647-472-4335x4484,028 Knight Knoll,20966,WA,Health,459925.87,5666.22,1471.41,2024-12-05,2026-12-05,2025-06-23,304501.85,Rejected,,,2025-02-28
POL-0000102,CLM-00000102,CUST-46676,Keith Hernandez,755-34-7669,dennis89@example.com,434-603-3597,5571 Nicholson Lane,19983,WA,Commercial,487368.06,3352.27,6322.45,2024-05-05,2028-05-04,2024-11-10,77383.09,Rejected,Brian Hernandez,,2024-05-12
POL-0000103,CLM-00000103,CUST-52085,Joshua Scott,972-98-2871,ycarter@example.net,(413)993-0272x860,05463 Rodney Ramp Apt. 581,16839,NY,auto,151096.48,879.21,3323.14,2021-08-20,2026-08-19,2022-11-14,69788.71,Settled,Victor Morgan,48785.93,2024-09-08
POL-0000104,CLM-00000104,CUST-51320,Lauren Tucker,695-49-3558,andrewcantrell@example.com,218.591.2009,597 Grant Locks Apt. 537,99467,NC,Life,1196980.86,3774.84,6561.39,2022-04-24,2024-04-23,2023-05-06,476928.05,Under Review,,,2024-06-09
POL-0000105,CLM-00000105,CUST-49244,Brian Huffman,289-75-1568,fclark@example.net,624.286.5073x6361,52408 Nancy Corners Suite 995,13175,CO,Health,226484.0,739.75,2781.01,2024-03-13,2028-03-12,2025-03-09,172184.63,Rejected,Brett White,,2025-11-20
POL-0000106,CLM-00000106,CUST-56692,Daniel Spencer,793-43-2864,timothy13@example.net,+1-641-477-4118,3824 West Islands Apt. 209,07170,TX,Auto,1026189.67,13843.26,9450.07,2023-03-16,2027-03-15,2024-03-09,242519.14,Rejected,Randy Brown,,2024-04-21
POL-0000107,CLM-00000107,CUST-33789,Kimberly Levine,534-71-5481,timothy85@example.org,973.249.0250x6273,540 Downs Glen Suite 455,27310,CO,Health,1289566.03,10257.6,8083.22,2024-01-16,2027-01-15,2024-07-06,1018714.28,Rejected,,,2023-10-13
POL-0000108,CLM-00000108,CUST-84091,Mark Taylor,321-38-5947,christopher29@example.net,001-276-453-5474x8847,776 Jennifer Shore,63928,CO,Auto,408606.35,3058.6,3474.5,2021-11-30,2022-11-30,2022-01-03,81231.18,Approved,Victor Morgan,,2021-05-18
POL-0000109,CLM-00000109,CUST-87846,Mary Banks,942-48-8978,lisawashington@example.org,909.857.1462x8111,208 Smith Cape,22190,GA,Health,315519.22,2034.42,4412.32,2021-01-11,2026-01-10,2024-02-07,177970.51,Under Review,Randy Brown,,2025-08-17
POL-0000110,CLM-00000110,CUST-81850,Lisa Cook,799-37-4770,kimberly87@example.net,7792774854,0759 Kelly Ridge,41092,IL,Auto,1343294.88,4391.35,3973.44,2023-10-05,2026-10-04,2025-01-05,465100.28,Under Review,Dr. Tina Reyes MD,,2026-02-13
POL-0000111,CLM-00000111,CUST-29625,Jeremy Lozano,480-96-3703,jose18@example.org,6797365127,6255 Nicholson Shoals Apt. 565,47203,CO,Health,1167084.3,14584.7,6515.49,2023-07-20,2027-07-19,2025-10-03,689375.01,Under Review,Jesse Tyler,,2025-06-03
POL-0000112,CLM-00000112,CUST-78058,Ian Thompson,330-20-2315,shannonjennifer@example.net,733.773.3886x2111,153 Green Trail Suite 703,26618,GA,Commercial,1911824.12,14307.19,6975.81,2021-08-08,2025-08-07,2022-10-21,1152534.79,Under Review,,,2025-09-17
POL-0000113,CLM-00000113,CUST-36136,Charles Taylor,234-10-8495,johnpeters@example.org,450.456.8263,0672 Elizabeth Brook,60538,TX,Commercial,1053103.23,3292.61,1197.01,2024-06-29,2028-06-28,2024-11-25,368078.73,Settled,,258134.66,2025-06-14
POL-0000114,CLM-00000114,CUST-75287,Autumn Santiago,785-20-9263,navarrodebra@example.net,470.329.5212,214 Nguyen Land Apt. 662,78898,AZ,Health,1329697.03,14993.09,3592.63,2021-02-17,2022-02-17,2021-07-16,1047980.3,Rejected,Dr. Tina Reyes MD,,2025-07-19
POL-0000115,CLM-00000115,CUST-45634,Austin Thomas,179-83-2058,cynthiagolden@example.net,(340)898-5143,134 Smith Rapid Suite 341,94416,CO,Commercial,1349805.96,12930.94,7248.47,2022-08-13,2027-08-12,2024-07-15,289614.71,Submitted,,,2025-05-08
POL-0000116,CLM-00000116,CUST-73050,Jennifer Russell,395-31-7397,rwright@example.com,(680)985-7412,713 Mitchell Bypass Suite 629,83347,TX,Auto,1073071.85,3974.08,8966.53,2023-09-15,2028-09-13,2026-03-16,273384.78,Submitted,,,2024-10-29
POL-0000117,CLM-00000117,CUST-78662,Jerome Hernandez,796-52-9215,derrickthompson@example.net,498-268-3085x067,19133 Carter Prairie,74498,CO,Life,66615.02,695.91,542.04,2023-06-23,2026-06-22,2024-07-13,19136.06,Under Review,Brett White,,2024-08-15
POL-0000118,CLM-00000118,CUST-21445,William Lopez,669-82-2910,smithshannon@example.com,5445855966,746 Debra Ports,26000,CA,Health,1489145.68,9006.43,8715.92,2022-06-16,2023-06-16,2022-12-31,2241321.9545068527,Approved,Kenneth White,,2024-05-06
POL-0000119,CLM-00000119,CUST-29752,Eric Waters,655-90-6878,robert42@example.net,983.211.5924,9807 Alicia Rue,87810,IL,Commercial,810015.9,7674.07,8019.76,2022-02-06,2025-02-05,2022-06-28,540543.95,Submitted,,,2024-12-02
POL-0000120,,CUST-53902,Sergio Olson,153-75-2168,michelechristensen@example.org,406.866.7981,9988 Erica Estate Suite 160,69251,CA,Commercial,1803178.17,13799.03,4563.0,2024-02-04,2028-02-03,2025-05-31,577579.04,Under Review,Ashley Mcclain,,2025-04-06
POL-0000121,CLM-00000121,CUST-68845,Jessica Mcconnell DDS,713-12-4488,william62@example.net,+1-581-581-5826x924,410 Alice Skyway Suite 775,ZIP-NA,WA,Auto,1857568.32,19912.73,8344.69,2024-02-10,2027-02-09,2025-10-03,1150277.49,Settled,Douglas Ferguson,814792.18,2026-01-22
POL-0000122,CLM-00000122,CUST-46687,Pamela Myers,927-78-9236,laurasmith@example.net,001-993-735-3296x1091,73899 Adrian Path,23439,AZ,Home,325909.53,4668.32,6712.59,2024-01-20,2029-01-18,2025-01-07,222223.02,Settled,Wendy Smith,197161.66,2025-04-30
POL-0000123,CLM-00000123,CUST-47022,Amy Mahoney,177-32-2318,uharrison@example.net,757-459-2098,79023 Autumn Lane,14776,FL,Life,572331.31,3240.72,3950.89,2023-11-03,2027-11-02,2024-12-29,350297.82,Settled,Louis Moyer,294566.3,2024-08-01
POL-0000124,,CUST-28769,Benjamin Ellis,331-52-3281,danielsdavid@example.net,+1-807-887-7198x588,4550 Weber Islands,41550,GA,Auto,1516837.03,17074.11,7959.77,2023-01-12,2025-01-11,2023-03-17,51484.82,Rejected,Douglas Ferguson,,2025-11-17
POL-0000125,CLM-00000125,CUST-79954,Jessica Snyder,585-17-6248,cynthia69@example.net,693.868.7287x887,07189 Smith Meadows Suite 647,60866,AZ,Health,230661.88,3146.17,4466.41,2020-07-06,2021-07-06,2020-08-10,156147.32,Settled,Michelle Davis,125349.31,2026-01-19
POL-0000126,CLM-00000126,CUST-15858,Valerie Edwards,856-16-8055,stephaniemack@example.org,(994)767-5625x528,878 Hill Mountains,25279,IL,Home,1468293.56,5186.29,3909.62,2020-11-06,2024-11-05,2024-02-18,1076285.44,Settled,Michelle Davis,766118.81,2024-08-06
POL-0000127,CLM-00000127,CUST-15785,David Colon,225-65-7925,mortonjohn@example.net,+1-615-911-2463x531,424 Christopher Via,70820,NC,Auto,1968100.55,18107.88,7669.0,2023-06-29,2025-06-28,2024-01-19,1246438.9,Approved,Denise Green,,2022-01-26
POL-0000128,CLM-00000128,CUST-69050,Jose Ward,884-53-4528,nortonandrew@example.com,+1-944-481-1791,92759 Williams Heights,47846,CO,Life,1058164.85,2683.07,6504.0,2020-04-21,2024-04-20,2020-10-06,281910.19,Under Review,Caleb West,,2023-02-24
POL-0000129,CLM-00000129,CUST-42492,Nancy Kelly,903-79-7505,ramoswilliam@example.org,(364)333-5705,792 Mary Summit Apt. 729,03524,TX,Auto,1145615.06,13034.9,8819.92,2022-03-28,2027-03-27,2024-12-01,191209.01,Rejected,Brian Hernandez,,2025-04-03
POL-0000130,CLM-00000130,CUST-80131,Angela Guerrero,304-67-9593,egarrett@example.net,+1-559-903-3202,01421 Sarah Neck Apt. 488,85942,CA,Life,1736159.59,13676.57,4806.24,2020-08-30,2022-08-30,2021-06-14,1166258.14,Under Review,Wendy Smith,,2024-11-01
POL-0000131,CLM-00000131,CUST-62854,Jorge Burns,901-24-3401,gary10@example.com,2474441075,8607 Hernandez Mountain,84025,CA,Auto,650669.71,8379.05,3544.01,2023-02-05,2027-02-04,2024-04-02,458245.44,Submitted,,,2025-08-14
POL-0000132,CLM-00000132,CUST-37493,Keith Solis,500-34-2857,patrickfernandez@example.org,(974)864-4918,5618 Patricia Pike,,NY,Commercial,761904.67,2939.79,6681.79,2023-07-28,2026-07-27,2024-02-23,264653.16,Under Review,Eric Butler,,2026-03-05
POL-0000133,CLM-00000133,CUST-33996,John Barnes,199-17-4783,nstein@example.org,221-644-7752,470 Jack Crossroad Suite 448,65547,AZ,Commercial,429499.47,5044.17,9682.75,2022-07-09,2024-07-08,2024-01-26,20063.41,Approved,Wendy Smith,,2026-04-13
POL-0000134,CLM-00000134,CUST-38168,Stephanie Mccann,610-15-2515,aramirez@example.net,662.864.1412,5358 Alice Road Apt. 254,08400,FL,Life,1808413.78,8339.49,7777.82,2023-11-22,2025-11-21,2025-09-22,437330.46,Settled,Dr. Tina Reyes MD,404417.47,2024-11-16
POL-0000135,CLM-00000135,CUST-20591,Michael Parsons Jr.,283-86-3127,qross@example.net,583.362.6745x536,425 Jill Isle,19610,CO,Commercial,1482914.53,5467.83,1759.01,2022-01-06,2024-01-06,2023-10-22,747191.15,Approved,Jennifer Reid,,2023-04-23
POL-0000136,CLM-00000136,CUST-72167,Paul Robinson,373-10-6273,zjackson@example.com,(429)906-0697x258,0095 Jones Land,08033,CA,Home,476400.5,5324.6,6118.78,2020-11-29,2021-11-29,2021-01-02,169250.2,Approved,Caleb West,,2023-01-06
POL-0000137,,CUST-63934,Ashley Daniels,693-64-6114,warrenkatherine@example.net,+1-705-846-5422x6957,5964 Joseph Canyon Apt. 853,95743,CO,Life,1964117.96,17870.4,1690.81,2021-02-18,2022-02-18,2021-05-13,949075.36,Settled,Randy Brown,782404.88,2025-05-28
POL-0000138,CLM-00000138,CUST-38587,Mr. Jimmy Simpson,355-81-4239,wharris@example.org,494.909.7090x836,3453 Mcdowell Mission Suite 995,72015,NY,Home,484785.78,5693.43,7535.03,2024-05-11,2025-05-11,2024-07-29,5484.27,Submitted,,,2026-01-31
POL-0000139,CLM-00000139,CUST-18187,Thomas Kim,390-73-7783,philipmelton@example.com,(797)281-4637x0731,82090 Johnathan Drive Suite 778,85648,TX,Commercial,1889168.86,10864.91,3806.83,2024-10-29,2026-10-29,2025-05-10,3408118.3928997074,Approved,Randy Brown,,2024-06-16
POL-0000140,,CUST-24576,Michael Jones,760-19-1191,jefferykeller@example.net,280-780-4619,3664 Scott Overpass,36354,GA,Commercial,1813349.78,17826.81,6699.26,2021-03-18,2022-03-18,2021-09-15,1044568.96,Settled,Eric Butler,960480.41,2026-01-07
POL-0000141,CLM-00000141,CUST-74281,Hannah Anderson,861-74-6618,belindarivera@example.org,360-518-0211,8236 Brandon Spur Apt. 964,19381,NC,Commercial,376933.04,1784.6,6583.01,2021-08-27,2026-08-26,2022-04-15,280671.39,Submitted,,,2026-01-27
POL-0000142,CLM-00000142,CUST-77878,Rebekah Burke,804-19-1117,travislamb@example.com,875.540.6824,4565 Kevin Pass Apt. 988,51814,AZ,Life,137861.35,687.34,7341.44,2023-03-26,2024-03-25,2023-11-19,87648.86,Settled,Eric Butler,75514.77,2024-12-24
POL-0000143,CLM-00000143,CUST-14537,Danielle Cortez,192-89-6062,kenneth12@example.com,279.411.9937x0864,770 Rogers Avenue Suite 985,90151,IL,Health,606997.27,1260.41,9478.52,2024-10-17,2028-10-16,2025-07-11,359548.56,Settled,Karen Miller,259887.62,2026-03-28
POL-0000144,CLM-00000144,CUST-44959,Deborah Morris,712-48-2509,eperez@example.net,(343)383-4542,4681 Collier Extensions Suite 339,90144,AZ,Commercial,508239.7,3207.07,2813.51,2022-12-02,2025-12-01,2023-04-20,138018.47,Rejected,Phillip Sherman,,2024-06-02
POL-0000145,CLM-00000145,CUST-34878,Robert Morgan,183-17-2077,james12@example.com,4114171487,618 Scott Neck Suite 988,53618,WA,Home,319039.25,4423.81,6072.41,2021-06-06,2022-06-06,2021-11-09,149034.89,Settled,,90052.91,2024-12-08
POL-0000146,CLM-00000146,CUST-32932,Charles Austin,345-49-2486,lauragriffin@example.com,+1-997-631-6379x14012,46795 Butler Fords,12353,CA,Life,1480504.89,21882.09,3182.92,2021-05-30,2023-05-30,2021-10-05,526683.69,Settled,Louis Moyer,325715.08,2026-01-26
POL-0000147,CLM-00000147,CUST-30665,Austin Taylor,533-81-5807,kcharles@example.org,+1-572-340-6497x6477,1251 Elizabeth Ranch,77996,IL,Health,1376862.71,19684.35,4818.34,2022-02-04,2027-02-03,2023-07-28,224067.11,Submitted,,,2025-06-22
POL-0000148,CLM-00000148,CUST-21456,Jeffrey Fernandez,806-70-8006,danielsderek@example.com,913.387.2167,009 Erica Circles Apt. 193,86760,NC,Home,1577252.82,17546.82,5739.33,2024-08-13,2028-08-12,2025-12-07,1052265.09,Settled,Randy Brown,684114.4,2025-06-19
POL-0000149,CLM-00000149,CUST-81574,David Mckee,743-21-1951,eayers@example.org,825-247-0967x608,107 Steven Prairie,81012,TX,Auto,609759.85,1721.8,7293.42,2022-01-21,2023-01-21,2022-09-15,374851.67,Rejected,Renee Patel,,2025-02-16
POL-0000150,CLM-00000150,CUST-60712,Brooke Rivera,452-22-2897,nvaughn@example.net,(586)428-7956,905 Dennis Shore,15170,AZ,Home,694730.56,6424.88,8488.43,2022-07-30,2024-07-29,2023-10-28,329235.81,Under Review,Victor Morgan,,2024-11-25
POL-0000151,CLM-00000151,CUST-15512,Destiny Williamson,417-87-7824,nixonlisa@example.org,001-244-812-8472,42517 Adams Square,50238,CA,Auto,646767.97,3599.86,5748.07,2021-05-22,2022-05-22,2022-02-28,78725.63,Settled,Louis Moyer,73783.67,2026-01-22
POL-0000152,CLM-00000152,CUST-21418,Laurie Thompson,586-11-5247,mark67@example.net,+1-495-453-8334,20417 Alex Stream Apt. 490,35740,FL,Health,608133.09,7222.24,4923.84,2022-05-05,2027-05-04,2024-02-20,313133.67,Approved,Jennifer Reid,,2024-09-24
POL-0000153,CLM-00000153,CUST-26630,Mr. Timothy Jackson,495-38-3638,pdavid@example.com,(378)574-2980x148,93290 Nicole Neck Apt. 137,67082,FL,Commercial,1659264.32,22142.15,3131.71,2025-03-17,2030-03-16,2025-10-27,741941.52,Rejected,Jesse Tyler,,2025-12-01
POL-0000154,CLM-00000154,CUST-99565,Cheryl Gonzalez,175-17-4535,rosstyrone@example.com,651.380.4487,520 Matthew Summit Apt. 922,24921,AZ,Home,1360666.11,2987.99,1634.06,2024-07-01,2026-07-01,2024-07-25,350140.32,Submitted,,,2025-02-15
POL-0000155,CLM-00000155,CUST-13077,Terry Buck,547-32-8675,amanda05@example.com,4685642348,586 Stanley Heights,34574,IL,health,642139.44,7475.28,8366.73,2025-01-03,2027-01-03,2026-02-08,71695.37,Approved,Louis Moyer,,2024-09-13
POL-0000156,CLM-00000156,CUST-76520,Jorge Ray,502-14-5323,fhughes@example.com,(564)513-6772x6829,40655 Lamb Overpass Apt. 769,11759,TX,Home,1795777.1,5924.2,2441.32,2021-04-27,2025-04-26,2022-07-11,1284178.18,Settled,John Meyer,883430.33,2025-07-18
POL-0000157,CLM-00000157,CUST-50290,Heather Thompson,944-54-6167,watkinswilliam@example.org,597.285.4550x922,60414 Odom Prairie Apt. 004,30549,AZ,Auto,1173951.34,12282.59,6355.42,2021-10-12,2024-10-11,2022-04-28,105558.1,Settled,Jesse Tyler,71604.5,2025-11-08
POL-0000158,CLM-00000158,CUST-15779,Christopher Rogers,782-95-6552,nschneider@example.net,(728)562-8858,484 Pamela Island Apt. 966,36528,NC,Health,122345.07,1041.34,3763.13,2023-04-19,2025-04-18,2024-04-27,79948.67,Under Review,,,2021-07-04
POL-0000159,,CUST-29922,Eric Wiley,469-78-1547,stephenskatie@example.com,(986)415-3441x4399,6768 Williams Summit,88195,CO,Commercial,480041.74,2682.43,864.35,2020-12-28,2023-12-28,2022-03-13,1333.11,Rejected,Dr. Tina Reyes MD,,2025-11-19
POL-0000160,CLM-00000160,CUST-18809,Michael Day,280-88-4353,bcunningham@example.com,948.262.3388,61029 Melanie Overpass Suite 769,43066,NC,Home,1549512.21,18027.65,8597.07,2024-05-06,2027-05-06,2024-07-07,549481.91,Under Review,Victor Morgan,,2025-03-18
POL-0000161,CLM-00000161,CUST-27926,Melissa Ortega,109-91-9706,marciagriffin@example.com,356.760.6404,5904 Thomas Shore,14624,CA,Auto,1553716.18,6944.97,7140.19,2022-08-20,2026-08-19,2025-10-01,423940.65,Submitted,,,2025-01-22
POL-0000162,CLM-00000162,CUST-30051,Thomas Yates,560-86-7055,swilson@example.net,977.392.9961x313,107 Bennett Roads,20778,TX,Life,1907728.41,25105.16,9567.12,2022-11-15,2026-11-14,2023-07-17,1028964.64,Settled,John Meyer,780450.67,2024-11-06
POL-0000163,,CUST-66985,Christopher Werner,216-90-3740,ajohnson@example.net,382-879-3465x64122,36309 Vasquez Isle Suite 138,69031,CA,Health,1096836.22,12605.04,646.15,2021-09-29,2022-09-29,2022-03-29,599582.76,Settled,Denise Green,501157.35,2025-04-13
POL-0000164,CLM-00000164,CUST-68303,Evan Robinson,907-19-7900,victoriagrant@example.net,001-512-410-4940,900 Sanders Ferry Suite 612,03468,CA,Health,1858743.23,21501.64,5725.7,2020-08-01,2025-07-31,2022-05-13,408317.64,Submitted,,,2025-08-07
POL-0000165,CLM-00000165,CUST-50501,Carrie Schwartz,952-87-8051,bbooker@example.com,001-657-656-1673x22715,30233 Catherine Tunnel,75105,NY,Life,1553108.27,5031.0,3754.16,2024-04-10,2026-04-10,2024-09-22,1061656.81,Rejected,Jesse Tyler,,2025-09-07
POL-0000166,CLM-00000166,CUST-74790,Kaylee Wilson,435-26-9950,martinezlawrence@example.net,(850)999-1715,73592 Taylor Mountains Apt. 100,80605,GA,Health,1574443.71,19438.17,9369.35,2021-07-31,2026-07-30,2025-10-26,1087899.66,Approved,Kenneth White,,2024-12-17
POL-0000167,,CUST-50997,Robert Steele,687-35-9093,gallowaywalter@example.net,+1-556-373-6261x719,66406 Miller Flat Apt. 679,88482,WA,Commercial,1998349.93,6169.33,2472.69,2023-01-18,2026-01-17,2023-03-17,3190197.9743716605,Submitted,,,2025-09-21
POL-0000168,CLM-00000168,CUST-45044,Melissa Lewis,113-95-9692,bradfordchristopher@example.net,+1-319-906-2440x43738,2704 Snyder Run,12884,CO,Home,1281695.1,8761.25,6539.41,2024-03-11,2025-03-11,2024-05-20,189815.15,Settled,Renee Patel,168746.23,2024-05-04
POL-0000169,CLM-00000169,CUST-14985,Kristin Johnson,824-30-8107,mccarthysandra@example.com,5658708841,59028 Edward Grove,05641,IL,Life,1831406.74,6294.78,3190.38,2020-12-16,2022-12-16,2021-07-13,507601.74,Settled,Eric Butler,481541.12,2024-06-27
POL-0000170,CLM-00000170,CUST-46495,Jose Wilson,996-46-9047,sherry79@example.com,906-437-8952x52769,65436 Susan Haven,62535,AZ,Commercial,600933.24,8466.91,4977.96,2025-03-28,2030-03-27,2025-08-07,186425.38,Under Review,Michelle Davis,,2024-09-16
POL-0000171,CLM-00000171,CUST-29754,Steven Shannon,105-54-7040,gregoryhays@example.com,001-223-535-5197x68735,155 Samantha Isle Suite 587,57994,TX,Auto,1228126.84,14283.65,4786.72,2022-08-14,2026-08-13,2024-01-13,824692.0,Under Review,John Meyer,,2023-06-12
POL-0000172,,CUST-38720,Robert Chavez,356-89-5463,samantha22@example.com,001-455-732-9089x66901,0554 Ford Locks,42476,NC,Health,1736254.55,11635.8,5779.51,2020-10-07,2023-10-07,2021-12-17,262243.87,Under Review,Renee Patel,,2026-02-14
POL-0000173,CLM-00000173,CUST-41332,Kimberly Mcbride,789-73-4379,dboyer@example.net,495.693.4920x978,3493 Barton Extensions,,TX,Auto,1384364.45,14118.66,360.36,2023-03-01,2025-02-28,2024-12-22,572066.49,Approved,Michelle Davis,,2023-10-05
POL-0000174,,CUST-10972,Debbie Rose,327-87-2487,raymondaguirre@example.com,293.254.8930x709,124 Eric Pine Apt. 489,43660,TX,Health,462319.36,4788.52,371.52,2024-11-11,2025-11-11,2024-11-15,7536.81,Settled,,5648.71,2026-03-02
POL-0000175,,CUST-64567,Barbara Vargas,320-42-9289,garysmith@example.com,526-558-2280x64204,21494 Ryan Plaza Apt. 520,03644,IL,Auto,941704.59,4751.47,828.67,2024-04-07,2018-12-04,2025-05-18,597170.71,Under Review,Karen Miller,,2025-09-26
POL-0000176,CLM-00000176,CUST-56469,Kelly Fuentes,121-75-3421,melissajohnson@example.org,443-455-5198,672 Macdonald Shores,20237,NY,Commercial,1853871.25,7214.02,6443.31,2024-03-18,2027-03-18,2025-05-15,1381167.89,Rejected,Wendy Smith,,2025-12-12
POL-0000177,CLM-00000177,CUST-86181,Carolyn Johnson,434-97-9444,veronicafreeman@example.net,5984469979,56262 Jennifer Mills,52530,NC,Health,1849224.53,15492.01,7964.69,2023-01-05,2024-01-05,2023-01-27,118713.69,Rejected,Eric Butler,,2022-10-24
POL-0000178,CLM-00000178,CUST-28677,Rhonda Warren,646-49-8123,jroberts@example.com,001-441-865-8634x4783,9914 Lee Club,,NC,Home,252860.68,1211.5,9141.3,2025-03-08,2029-03-07,2025-12-25,77102.35,Approved,Wendy Smith,,2026-01-09
POL-0000179,CLM-00000179,CUST-39218,Jason Frank MD,882-29-3077,stephen43@example.net,5575445923,419 Catherine Motorway Apt. 305,01773,AZ,Health,362654.82,2197.12,2800.46,2021-11-30,2025-11-29,2024-04-09,60796.14,Under Review,Eric Butler,,2024-06-16
POL-0000180,CLM-00000180,CUST-54938,Annette Nichols,662-51-3958,virginia69@example.com,416.586.4720x81722,6874 James Village,18660,IL,Auto,1934337.28,17943.34,740.55,2020-08-15,2024-08-14,2022-04-16,452709.45,Under Review,Jesse Tyler,,2025-06-09
POL-0000181,CLM-00000181,CUST-46621,Rachel Weiss,838-78-1391,kenneth69@example.com,(358)222-6497,42171 Lisa Drive Apt. 941,90709,WA,Health,250166.45,1323.64,6679.11,2021-04-03,2023-04-03,2021-07-14,101662.44,Settled,Renee Patel,89885.47,2025-06-17
POL-0000182,CLM-00000182,CUST-16046,Justin Thomas,700-83-5246,clarktabitha@example.org,(882)457-5336x58896,011 Martin Hill,62170,IL,Home,458608.1,6833.82,5457.95,2020-11-11,2018-09-02,2023-01-17,233291.47,Approved,,,2026-04-08
POL-0000183,CLM-00000183,CUST-19396,Jennifer Smith,839-46-7702,justinlewis@example.net,(982)689-9085,04915 Cobb Passage Suite 257,48958,TX,Life,1655285.6,7971.72,2791.17,2024-01-01,2025-12-31,2024-06-29,191100.97,Submitted,,,2025-01-16
POL-0000184,CLM-00000184,CUST-52154,Richard Newman,429-54-7401,michelle52@example.com,(778)748-1928,3499 Thompson Port Apt. 779,80484,NY,auto,1594730.53,16257.77,1416.72,2020-07-13,2022-07-13,2021-02-03,315508.69,Submitted,,,2026-02-24
